Artist;Genre
Grand Puba;Hip-Hop
Saison;House
Aceyalone;Hip-Hop
Mood II Swing, John Ciafone;Folamour
Sharon Brown;Disco
Knucks, Larry June, Kenny Beats;Hip-Hop
Return Of The Jaded;House
Ligaro;House
Mike Dunn;Folamour
Sinitta;Disco
Ayra Starr;Africano
Sheila Chandra;Ambient
The Paradise, Romuald;Electronic
Omar S, John FM;Deeper
DāM-FunK;Prechill
Pale Jay;Prechill
Sly Dunbar;Reggae
CLASSIXX, Karl Dixon;House
Pitsa, Reket, kohver, boipepperoni, Genka;Eesti-S
Genrik;Eesti-S
DJ Crisps;Deeper
Monie Love, True Image;Disco
LION BABE, oshun, LAKIM;Neo-Soul
Jack Harlow;BPM Supreme
Elvis Presley;Utility
king most;Prechill
Ed-ward;Prechill
Jorja Smith & Preditah;BPM Supreme
Jungle, Joy Anonymous;House
Kramer;Deeper
Olefonken;Folamour
Will Easton;Folamour
Red Met;Afro House
Wamdue Project;House
TheVeZzy, Bigtzet;Africano
Emmanuel Jal;Afro House
Emmanuel Jal, Henrik Schwarz;House
Diddy, Keyshia Cole;RnB
Loofy;Tech-House
4 Hero, Carina Andersson;Ambient
Keyshia Cole, Missy Elliott, Lil' Kim;RnB
Maesic, Marshall Jefferson, Salomé Das;House
Dijahsb, veggi;Neo-Soul
Ingmar Gailit;Eesti-S
Case, Ja Rule;RnB
Evelyn King;Folamour
Frey;EDM
Mat.Joe;House
Flo Rida, T-Pain;RnB
Chris Brown, Lil Wayne, Tyga;RnB
Borai & Denham Audio, Borai, dontforgettogohome;Deeper
Borai, Denham Audio;Folamour
Malóne, Kahani & HARJI;BPM Supreme
bbno$;Neo-Soul
Matias Aguayo;Prechill
Väike PD, Oleg Kosjugin, DEW8;Eesti-S
MEDUZA;BPM Supreme
Memphis Bleek;BPM Supreme
Michael Jackson ft Fergie;BPM Supreme
Herbert, Matthew Herbert;Ambient
Tierra Whack;Jersey Club
Belle Epoque;Disco
Missy Elliott vs Wiley;BPM Supreme
GABBANA;Deeper
Jansons;House
LSDXOXO;Deeper
Redondo, Charles J;Nu-Disco
NEZ;Neo-Soul
Disclosure, Dylan C. Greene;House
Mac Thornhill;Disco
J. Cole, Missy Elliott;RnB
Medlar;Deeper
YELLO;Retro
Kenny Dope;Folamour
Black Machine;Prechill
Brijean, Bad Tuner;Neo-Soul
Chris Simmonds, DJ Sneak;Folamour
Nikitch, Mart One;Beats
Toomy Disco;Folamour
50 Cent, Mobb Deep;RnB
Desiigner;Hip-Hop
DMX;Hip-Hop
V.I.C.A.R.I.;Deeper
Gambi;Jersey Club
boys be kko;Prechill
A$AP Ferg, Nicki Minaj;Hip-Hop
SLG, Catz 'N Dogz;Folamour
Ja Rule, Vita;RnB
Yancey Boys, common, Dezi Paige;Hip-Hop
D.I.E., The Men You'll Never See;Beats
ATRIP;House
Mauri Fly, Silvano Del Gado;Afro House
Rex The Dog;BPM Supreme
NFC;Prechill
Rihanna ft Drake vs The Weeknd;BPM Supreme
Rihanna vs Lil' Mo vs Fabolous;BPM Supreme
Millok, Kingja;Folamour
Kevin Reynolds;Deeper
Sailor & I;Pop
Tujamo, Sidney Samson;EDM
Taxie;Funk
DJ Jazzy Jeff, Erro;Prechill
Ilkay Sencan, Dynoro;EDM
PLUUTO, kohver;Eesti-S
The Internet;Prechill
Dr Packer, Casual Connection;Folamour
Green Velvet, Carl Craig;Deeper
Mighty Mark;Beats
Dj Tameil;Jersey Club
CAPYAC, Slim Jeff, Annabelle Maginnis;Neo-Soul
Benny Benassi, The Biz;Trance
Alan Gomez, Mister Remix;Reggaeton
Cherrelle, Alexander O'Neal;Disco
Megan Thee Stallion, Beyoncé;RnB
Dusky;Deeper
Omar S, Big Strick, Norm Talley;Deeper
Skrillex, BEAM;Deeper
Makoto;Drum&Bass
Eminem, Nate Dogg;Hip-Hop
Three 6 Mafia, UGK (Underground Kingz), Project Pat;Hip-Hop
John B, Wyld Dogz, The Young Punx!;EDM
Charlie;Deeper
Mosca;House
The Joubert Singers;Funk
Nestor Neven;Folamour
Jhené Aiko, Kendrick Lamar;RnB
HERO;Electronic
88-Keys, Kanye West;Hip-Hop
Steve Andreas & Karyo;BPM Supreme
Junior Simba, Pixie Cola;Neo-Soul
Derrick May, Mayday, Rhythim Is Rhythim;House
ScHoolboy Q, BJ The Chicago Kid;Hip-Hop
Dimples D;Utility
Suga Free, Kokane;Prechill
Fleur Shore;Deeper
Rob Hayes;Prechill
Unit 2;Deeper
Sunshine Anderson;BPM Supreme
Angelo Ferreri, Blanco K, Lee Wilson;Nu-Disco
Cesco, Hamdi;Beats
Llewellyn;Deeper
Dave Brubeck;Utility
4 Strings;Trance
Dijon;Ambient
Late London, Misha (US);Afro House
Uncle Waffles;Africano
Joey Bada$$, Kiesza;Mainstream Dance
Brookes Brothers;Drum&Bass
Lovestation;Prechill
Soul of Hex;House
Black Van;Deeper
Cozmic Cat;House
Stereoclip;EDM
Las Ketchup;Utility
Dr. Dre, Mary J. Blige, Rell;RnB
FALLOUT;Folamour
Yse Saint Laur'ant;Folamour
Mark Lower;Nu-Disco
Wolfgang Wee, Markus Neby;Prechill
Nate Dogg, Daz Dillinger;Hip-Hop
Gil Glaze, Naak, Frigid Armadillo;Afro House
Billy Ball & The Upsetters, Roosevelt Matthews;Funk
Archie Bell & The Drells, The Drells;Funk
CARMEN;Prechill
Tarcis;Neo-Soul
nari;Nu-Disco
Kali Uchis, Jorja Smith;Neo-Soul
Karl8, Andrea Monta;Folamour
Strike;Folamour
LUXXURY;Folamour
Harvey Mason;Disco
Cosmonkey;Beats
Vengaboys;BPM Supreme
Children of Zeus;Neo-Soul
Mart Avi, Eliann Tulve;Eesti-S
Folamour, Amadou & Mariam;Folamour
Radio Slave, Nez;Neo-Soul
Fred Falke, Savage;Prechill
Edwin Starr;Funk
Hudson Mohawke, Ruckazoid;Beats
Tomas Andersson;Electronic
Gettoblaster;Tech-House
Tyla, Marshmello;House
Omar-S, OB Ignitt;Deeper
Mario Basanov;House
Black Coffee, Hugh Masekela;Prechill
Rihanna, Calvin Harris;Mainstream Dance
Sharon Brown Adams;Soulful House
Brief Encounter;Disco
Yvvan Back, AFTERMAN;Tech-House
Pupa Nas T;Soulful House
Kelly Rowland;RnB
Oscar #Worldpeace, ayrtn;Hip-Hop
Village People;Retro
Kenny Bobien;Soulful House
Baddies only;Afro House
Meera (NO);
Johannes Albert;
Will Saul, Charlene Soraia, Scuba;
Masters At Work, Louie Vega, Kenny Dope;
Two Shell;
Enei, Charli Brix;
Leod;
Fred again.., Skepta, PlaqueBoyMax;
South Street Player;Soulful House
Little Simz;Hip-Hop
congress;Folamour
Lionel Richie;Retro
Beat Connection;Prechill
Stacy Lattisaw;Disco
Hi-Tech;Beats
Elton John, Dua Lipa;Pop
Calum Scott, Tiësto;EDM
The Four Seasons;Disco
Tiger & Woods;Folamour
Stevie Nicks, Deep Dish;Mainstream Dance
Syn Cole;EDM
Outwork, Mr Gee;Electronic
Hannah Diamond;Utility
Urban Cookie Collective;90/00s
Sans Soucis;Neo-Soul
Mr. Vegas;Reggae
Sault;Ambient
AfroMezzo;Africano
Icona Pop, Charli xcx;Mainstream Dance
Donell Jones;Prechill
The Paradise, Alan Braxe, Romuald;Prechill
Pepé;Deeper
Sean Paul;RnB
Bob Sinclar, Gary Pine Participação Super Dragões;Mainstream Dance
Nexus;Eesti-S
Rollergirl;Trance
Master KG ft Burna Boy & Nomcebo Zikode;BPM Supreme
Danny Ocean;Reggaeton
Fred again.., The Streets, Dermot Kennedy;Deeper
Robbie Williams;Pop
Troye Sivan;Pop
Liquido;90/00s
Amtrac;Deeper
"Notch, Tony CD"" Kelly""";Reggae
ML Buch;Ambient
Fred Falke, Alan Braxe;Prechill
MASON, Princess Superstar;Mainstream Dance
M, Robin Scott;Retro
M;Retro
Doves;Prechill
Mk.gee;Prechill
boipepperoni, EiK 2509;Eesti-S
Dj Ganyani, Wonderboy;Africano
Silk;House
Elan Atias;Reggae
Bodysync, Ryan Hemsworth, Giraffage;Folamour
Galantis;EDM
Soul Wun, Mauricesax;House
Freeloaders, The Real Thing;Nu-Disco
Post Malone, Swae Lee;RnB
David Byrne, Brian Eno;Retro
Bontan;Progressive
Maroon 5;Pop
Beatrice;Eesti-S
The Love Bite;Prechill
Acts Of Madmen;Ambient
Oliver Heldens, lenno;Mainstream Dance
Softmal, LLølita;Afro House
"Bud, Tony CD"" Kelly""";Reggae
Boxplot;Drum&Bass
Lindsey Buckingham;Retro
Homero Espinosa;Folamour
Ne-Yo, Jeremih;RnB
The Buggles;Retro
Tyla, Travis Scott;RnB
Love Inc., Simone Denny;Trance
Björk;
Rain Radio, Block Notice;House
Coyu, Thomas Gandey;Deeper
2 Chainz;RnB
Fred Falke;Prechill
A$AP Rocky, Moby;Hip-Hop
A$AP Rocky, Moby, T.I., Kid Cudi;Hip-Hop
Vigi;House
Erik Hagleton;Nu-Disco
KingAjaa;Africano
Lisa Stansfield;90/00s
Jennifer Lopez, LL COOL J;RnB
"Queen Pen, Eric E"" Williams""";RnB
Monserratt;Afro House
The North Quarter All Stars;Drum&Bass
Adam Ten, Emma El Shir;Afro House
Tatarka;Beats
Dez Andres;Deeper
Gui Boratto;Deeper
Unlimited Soul, DBN Gogo;Africano
Frink;Deeper
Pop Up!;Folamour
Darius Syrossian, George Smeddles;House
Ahmad Lewis;Hip-Hop
MC Serch;Hip-Hop
Roman Flügel;Deeper
Mr. Ho, Mogwaa;Beats
Akon;RnB
E. Jones;Beats
FKA Mash;Deeper
Pablo Fierro;Afro House
Sham Steele, Ekany;Africano
Hello Yes;Prechill
Juls, Jayo;Neo-Soul
The Alchemist, Big Twins;Hip-Hop
Rod Lee;Deeper
One Self, DJ Vadim;Hip-Hop
Architechs, Nay Nay;Neo-Soul
Art Alfie;Folamour
Tommy Bones;Deeper
R2m;Folamour
MC Fioti, Future, J Balvin, Stefflon Don, Juan Magán;Reggaeton
Claptone, RUNE;Mainstream Dance
Enur, Natasja;Mainstream Dance
Soul Wun;Neo-Soul
Babert, Mell Hall;Nu-Disco
DJ Gregory, Gregor Salto;Afro House
Modjo;Prechill
Om Unit;Deeper
Kalyma;Deeper
Jarv Dee, Bad Colours;Neo-Soul
CamelPhat, Elderbrook;House
Les Loups, Cybil;Prechill
Sandy Rivera;House
Sandy Rivera, LT Brown;Soulful House
ROSALÍA, J Balvin, El Guincho;Reggaeton
DJ Smallz 732 and Kyle Edwards;Jersey Club
Ghetto Kids Feat. BrunOG;Reggaeton
Maceo And The Macks;Funk
Genka, KOIT TOOME;Eesti-S
Masta Ace, Apocalyspe;Hip-Hop
Jussi-Pekka;Deeper
Kurd Maverick;Nu-Disco
Major League Djz, Abidoza, Mpho Sebina;Africano
Fimiani, Fab_o;Folamour
N.Y's Finest;Folamour
M-Beat, Jamiroquai;Prechill
Siedah Garrett;Soulful House
Siedah Garrett, Eden Prince;Mainstream Dance
Steve Spacek;Retro
Madison Avenue;House
The Pussycat Dolls, Busta Rhymes;RnB
Block & Crown, Martina Budde;Nu-Disco
Hurlee, Paul Rudder;Nu-Disco
Danny Tenaglia;Afro House
Jade;RnB
Poproboval;Beats
Charlotte de Witte;Rave
Macklemore, Ryan Lewis, Melle Mel, Grandmaster Caz, Kool Moe Dee, Eric Nally, Macklemore & Ryan Lewis;Pop
Modento;Folamour
DubVision, Otto Knows, Alex Aris;House
Os Flippers;Folamour
Future Flex;House
Mason;Electronic
A$AP Rocky, Drake, 2 Chainz;Hip-Hop
Collin Priest;Folamour
Disco Fries;Tech-House
Coolio;Hip-Hop
Diplo, KURA;Tech-House
Melle Brown, Annie Mac;Prechill
Carlita, Calussa;Progressive
Anthony King;Beats
Kool G Rap;Hip-Hop
Foxy Brown ft Spragga Benz;BPM Supreme
Brandy;RnB
"Soul Clap, Billy  Bass "" Nelson""";Prechill
Sagat;Prechill
The Juan Maclean;Prechill
DA BREAK;Neo-Soul
Faithless, David Guetta;EDM
Jill Scott;Pop
C & C Music Factory, Freedom Williams;90/00s
Kanye West, T-Pain;RnB
Marky Mark And The Funky Bunch, Loleatta Holloway;90/00s
Lance Ferguson;Funk
Annie;Electronic
Les Sins;Prechill
LevyM, BenJy, Emmanuel Jal, Nyaruach;Folamour
Sandhog;Progressive
Baauer;EDM
Goosey;Folamour
Lydia Harrell;Soulful House
Chicago Balls;Prechill
Mos Def;Hip-Hop
Shakira;RnB
bnnyhunna;Beats
Angelo Ferreri, James Deron, Danmic's;Nu-Disco
triibupasta;Eesti-S
Eric B. & Rakim;Hip-Hop
Eric God;Folamour
Luniz, Michael Marshall;Hip-Hop
Uncanny Alliance;Neo-Soul
Cartoon, Jéja, Jüri Pootsmann;Eesti-S
Underground Ministries, Kenny Bobien;Soulful House
Whitney Houston, P2J;Africano
Ronnie Herel, Brian Power, Ali Tennant;Nu-Disco
Love Unlimited;Disco
Nas, Ms. Lauryn Hill;Hip-Hop
Kidwild;Hip-Hop
Shadow Child;Deeper
Skip Mahoney and the Casuals;Funk
Famous Dex;Hip-Hop
BenzZ;Hip-Hop
Outlines;Prechill
Ruudolf, Karri-Koira;Hip-Hop
Gabor Szabo;Funk
Korey Wade;Folamour
Zombie Nation;Rave
Sander Mölder, Frankie Animal;Eesti-S
Adamski, Seal;Retro
Floating Points;Prechill
Küberünnak, Karmo;Eesti-S
Dj Lub's, Dj Infini;Africano
Mängupoiss Käru, Lil Till;Eesti-S
Motor City Drum Ensemble;Prechill
CAPYAC;Folamour
Love Remain;Neo-Soul
Faberyayo X Tom Trago, Willem de Bruin;Hip-Hop
Dedication;Deeper
Lisa Lisa, Cult Jam, Benny Royal, Dennis van der Geest;House
Billy Paul;Retro
Windows;Deeper
Busta Rhymes, Pharrell Williams;RnB
Young Franco, Pell, Jafunk;RnB
Kelly Rowland, Eve;RnB
Giggs, Donaeo;Hip-Hop
Daft Punk, Pharrell Williams;Electronic
Rendah, Nersha;EDM
Mart Avi;Eesti-S
FD;Drum&Bass
Guru, Donald Byrd;Hip-Hop
Rubber People;House
Those Guys;Soulful House
Ciara;RnB
Mariah Carey, Da Brat, Ludacris, Twenty II, Shawnna;RnB
Ghostt;Neo-Soul
LOGIC;Hip-Hop
Nelly Furtado;RnB
Folamour, Jungle By Night;Folamour
Bnc la ley Musical;Africano
ENNE (BR), DUARTE;Tech-House
Wayward;House
Breakdown Brass;Prechill
Dave Nunes, Cezaire, FS Green;Africano
Megan Thee Stallion;BPM Supreme
David Guetta, Kid Cudi;EDM
High Contrast, Uk Apache, Ady Suleiman;Drum&Bass
Demetra, LAFREQ;Folamour
Kebekelektrik;Disco
Lojay, Sarz, Chris Brown;Africano
Sunbear;Prechill
Maya Jane Coles;House
Tender Games;Beats
Ray Camacho;Funk
Ruudolf, Karri Koira;Hip-Hop
Erick Sermon, Marvin Gaye;Hip-Hop
Stardust;Folamour
Eat More Cake;Mainstream Dance
Leo Gennaro, DaMelo;Folamour
Dayne S;Folamour
Sound Support;Prechill
Ne-Yo & Jeremih;BPM Supreme
Madison Mars, Little League;Mainstream Dance
Duke Dumont, Extra Curricular;House
US;Folamour
Butch;Folamour
Freiboitar;Folamour
Full Crate, Mar;Neo-Soul
Real Lies;Prechill
Blackchild (ITA);House
DIVINEANGEL, muva of Earth, Angel Seka;Prechill
Foxy Brown, Spragga Benz;RnB
Doja Cat;RnB
Jorja Smith, Preditah;Neo-Soul
Drake, Wizkid, Kyla;RnB
Moonwalk;Progressive
DJ Premier, A$AP Ferg;Hip-Hop
Hot Since 82;House
Octavian;Hip-Hop
Genka, DEW8, Robin Juhkental;Eesti-S
Unknown Artist;House
John Spring, Franco Cinelli;Folamour
The Weeknd, Playboi Carti, Madonna;RnB
Yaya Bey, DJ Nativesun;Africano
J. Cole, Miguel;RnB
Tchami, Gunna;House
Korama;Folamour
Nelly Furtado, Timbaland;RnB
Mfr Souls, Sipho Magudulela;Africano
Joe Budden;Hip-Hop
WISEKIDS;Neo-Soul
CJ Lewis;Reggae
H-ico El Señor del Funk, Electra;Hip-Hop
iiO, Nadia Ali;90/00s
2groove, Disord3r;Tech-House
The Course;Mainstream Dance
Svntos;Progressive
Conga Radio, Jex Opolis, Roberto (CA);Prechill
BNJ;Folamour
Freddie Gibbs, Madlib, Domo Genesis, Earl Sweatshirt;Hip-Hop
Bob Sinclar, Cutee B., Dollarman, Big Ali, Makedah;Mainstream Dance
Joy Salinas;Soulful House
Lauren Lane;House
Stev Dive;Nu-Disco
Pitto;Prechill
Kx9000;Folamour
Croatia Squad, Me & My Toothbrush;Nu-Disco
Breakwater;Folamour
BRANKO;Africano
Ellaime, Tjune, Ser;House
T.Williams, Lily McKenzie;Prechill
AndMe & Bastian, Robert Owens;House
David Keno;House
Hudson Mohawke, Nikki Nair;Rave
Pizzaman;House
Mobb Deep, Nick Morgan;Tech-House
Quavo;Hip-Hop
Murs, Joe Scudda;Hip-Hop
Articolo 31;Hip-Hop
Ben Westbeech;Prechill
Audiojack;House
KRS-One;Hip-Hop
KINGSTAR;Africano
The Pineears;Prechill
Dexter Troy;House
boipepperoni, Villemdrillem;Eesti-S
Vânia Bastos;Brazil
Conducta;Neo-Soul
Pola & Bryson, Zitah;Drum&Bass
Route 94;Deeper
saint hills;House
Cassara, Ciccio Merolla;House
Aymeric;Folamour
KenLou;Deeper
Stogov, Alexey Zhurba;Folamour
Katzuma;Deeper
Donny Hathaway;Funk
The Offspring;90/00s
RAYE;Mainstream Dance
&ME;Afro House
Sosa UK;House
Gwen Stefani, Akon;RnB
Dj Lucky, James Nasty;Beats
Crookers;House
Tinashe vs Enur;BPM Supreme
Original Koffee;Africano
Busta Rhymes, Mary J. Blige, Rah Digga, Missy Elliott, Lloyd Banks, Papoose, DMX;RnB
Mark Maxwell;House
Everything But The Girl, Soul Vision;House
Hagan;Neo-Soul
AngelRock, DJ Frizzie;Africano
Tyla;RnB
Riton, Oliver Heldens, Vula;Mainstream Dance
Freak Power;Prechill
Kriso;Hip-Hop
Candyman, Leatherface;Beats
Rihanna, JAY Z;RnB
Space Ghost;Prechill
boipepperoni, Daniel Levi;Eesti-S
Hudson Mohawke, Irfane;Beats
Yemi Alade;Africano
Vybz Kartel vs Enur ft Natasja;BPM Supreme
Keppel Skies;House
FISHER, Jennifer Lopez;Tech-House
The Todd Terry Project, Class Action;Folamour
Christopher Rau;Deeper
Mp3;Afro House
A-Trak, Loods;House
Chuggin Edits;Prechill
Rakim;Hip-Hop
Terence Trent D'Arby;90/00s
AirBorn Gav, Hurricane;Prechill
Cartel Madras;Neo-Soul
Rodolphus The Second;Hip-Hop
Eminem, 50 Cent, Cashis, Lloyd Banks;Hip-Hop
Lemelle;Disco
Ice Cube;Hip-Hop
Regn.;Hip-Hop
Лауд, Shakhov;House
Tom Esselle;
Impérieux;
Brian Power, Ali Tennant;
Hiroyuki Kato;
Logg;
ODEN & FATZO, Poppy Baskcomb;
Alexander Flood;
Luvstruck;
Johannes Albert, Helen Salvin;
Beauvois;Prechill
Soft House Company;Soulful House
Daniel Haaksman, Spoek Mathambo, Los Bulldozer;Prechill
Born Dirty;Nu-Disco
Panama;Prechill
JAY Z, Babyface, Foxy Brown;RnB
Mr. Ho;Deeper
Trad.Attack!, Raul Ojamaa;Eesti-S
Trad.Attack!, Vaiko Eplik;Eesti-S
Live Element;Folamour
Rathbone Place;Mainstream Dance
Ali Payami, Warp Brothers, Aquagen;Trance
sabrina;Retro
Mood II Swing;Deeper
ANT LaROCK;House
Samm Henshaw, EARTHGANG;Neo-Soul
Halsey, The Chainsmokers;Pop
Lake Haze;Beats
Les Loups, Vanilla;Prechill
Joey Beltram;Deeper
Alphonse Mouzon, Mouzon's Electric Band;Disco
Rudimental, John Newman;EDM
FaltyDL;Ambient
Aly-Us;Folamour
Sans Soucis, Cécile Kyenge;Neo-Soul
Popidiot;Eesti-S
Alexis Jordan;Mainstream Dance
Cam'ron, Juelz Santana, Freekey Zeekey, Toya;RnB
Burial;Ambient
Kygo, Whitney Houston;EDM
Gyptian;Reggae
Massive Attack, Mos Def;Hip-Hop
R. Kelly;RnB
Kasmir;EDM
Kenza, Jabulile Majola, Modern Horror;Prechill
Convertion, Leroy Burgess, Louie Vega Interpretation;Soulful House
Cash Cobain;Hip-Hop
Lil Silva;Ambient
Lil Kesh, Fireboy Dml;Africano
Vex Ruffin;Prechill
Skepta, Jammer;Deeper
Francis and the Lights;Pop
Evans Pyramid;Prechill
Oilix;Prechill
Luke Vibert;Folamour
Faith No More;Retro
HUGEL;Afro House
Janelle Monáe, Miguel;Pop
DJ Class, Rod Lee;Jersey Club
Wave Racer;Beats
Kapote;Neo-Soul
N-Trance;Trance
Modeā;Rave
MJ Cole, Nova Caspar, J Dilla;Neo-Soul
LP Giobbi, Bklava;Mainstream Dance
Lean Low, DJ Dubplates;Beats
Berlin;Utility
Sampagne, badchieff, CRO;Africano
Eesti Raadio laululapsed;Eesti-S
Prospa, Dimension;EDM
Prospa;Electronic
The J.B.'s;Funk
Emassin;Prechill
Bruno Mars;Pop
Benga;Rave
Tobias Bernstrup;Retro
Bobby Blanco, Miki Moto;House
EUTANAA$IA, Metsakutsu;Eesti-S
Boobie Lootaveli;Hip-Hop
Asake, Travis Scott;Africano
Aeroplane ft Tawatha Agee;BPM Supreme
McFadden, Whitehead;Soulful House
Rafael Cancian;Folamour
Risco Connection;Prechill
Alex Wann, Route 94 & Jess Glynne;BPM Supreme
François Lougah;Brazil
Incognito, Jocelyn Brown;Folamour
Grinks;Eesti-S
Martin Garrix;EDM
M.O.P., Busta Rhymes, Teflon, Remi Martin;Hip-Hop
Noir, HaZe;House
Demuja;Folamour
Simon Kidzoo, Elliot Fitch;Folamour
Asake vs Travis Scott vs Bruno Mars;BPM Supreme
Duck Sauce, A-Trak, Armand Van Helden;Folamour
Siimi, Kalevimehed;Eesti-S
Harold Faltermeyer;Utility
Danvers;House
Nytron, Sugar Hill;Nu-Disco
Väike PD, Grinks, DEW8;Eesti-S
Sir Mix-A-Lot;90/00s
L.T.D., Jeffrey Osborne;Funk
O.C., MC Serch, Red Hot Lover Tone, Nas, Chubb Rock;Hip-Hop
Freddie Joachim;Beats
Leon Bridges;Prechill
Chase & Status, Bou, Irah, Flowdan, Trigga, Takura;Drum&Bass
Scratchclart & Scottie Dee & DJ Polo;Beats
Nicki Minaj, Ice Spice, Aqua;Jersey Club
Obskür;House
Midnight Magic;Prechill
Lil Peep, Nedarb;Pop
Imanbek, BYOR;Tech-House
Boof;Folamour
VLTRA (IT);Tech-House
Star Slinger;House
Trace, Liquid Rose;Tech-House
Channel Tres, JPEGMAFIA;Hip-Hop
Lukid;Beats
PianoMan;Folamour
GhostMasters;Nu-Disco
Eddie Kendricks;Prechill
The Ponderosa Twins Plus One;Retro
Pharrell Williams, Justin Timberlake;RnB
A.M.C;EDM
The Mole People;House
KNG EDITS;Folamour
Tiga, Pusha T;House
Enduro Disco;Folamour
Energy 52;Trance
Sharon Redd;Disco
Tanya Stephens;Reggae
US3, Rahsaan, Gerard Presencer;Prechill
Louie Vega;Folamour
Rameses B;EDM
Tinlicker, Robert Miles;Progressive
Radio Slave;Rave
Robert Miles;90/00s
Mafikizolo;Brazil
Bodega;Ambient
DJ Mark Brickman, Mr. V;Folamour
Patrick Holland;Prechill
Gruuve;Afro House
Edwin Birdsong;Funk
Makwinja;Africano
DJ Tunez, Wizkid;Africano
Şenay;Brazil
James Gardin, Terem;Neo-Soul
Jackson Homer;Neo-Soul
Danny English vs Ludacris;BPM Supreme
Freddie Gibbs, 03 Greedo;Hip-Hop
Debbie Deb;BPM Supreme
Felipe Gordon, Vagabundo Club Social;Folamour
Taylor McFerrin;Beats
G.Q.;Disco
Dimension;EDM
Van Jones, Mary Diggs;Disco
LL COOL J, Leshaun;RnB
Loose Ends;RnB
Justice Der;Prechill
Junior Jack, Tube & Berger;Progressive
Philip Bailey, Phil Collins;Retro
Kermo Murel;Eesti-S
Roy of the Ravers;Deeper
NOËP, LI:V;Eesti-S
Sabrina Carpenter, Mark Ronson;Neo-Soul
Free Nationals, Chronixx;Prechill
DJ Nu-Mark, Bacao Rhythm & Steel Band;Prechill
Black Box, Dj Lelewel;Soulful House
David Zylberman;Prechill
Lissat, Richard Grey;Nu-Disco
Prok, Fitch;House
System Olympia, P Nut;Prechill
RAFFA GUIDO;Afro House
RAFFA GUIDO, Franky Rizardo;House
Silk City, Diplo, Mark Ronson, Mapei;Mainstream Dance
Solution;Folamour
The Godfathers of Deep House SA, T'TimeZer011;Africano
Ohio Players;Funk
Janelle Monáe;Neo-Soul
Janelle Monáe, Seun Kuti, Egypt 80;Prechill
Meli'sa Morgan;Disco
Pete Tong, Ultra Nate, LP Giobbi, Jules Buckley;Mainstream Dance
Ultra Nate;Prechill
Tone-Loc;Retro
Brame, Hamo;Deeper
Physical Therapy, Nick León;Deeper
GEOTHEORY ;Neo-Soul
TODD TERRY ALL STARS, Tara Mcdonald, Kenny Dope, DJ Sneak, Terry Hunter;Soulful House
Drake, Black Coffee, Jorja Smith;RnB
Tata Vega;Disco
Cosmo's Midnight, Winston Surfshirt;Prechill
Havana Maestros, Missy Elliott;Prechill
Kelis, TERRA;RnB
Tom Caruso, Sam Dexter;Tech-House
Ol' Dirty Bastard, Kelis;RnB
Eugene Wilde;Funk
Wild Bounce;Beats
Pharrell Williams;RnB
Casual T;Prechill
Max Zotti, Chris Bowl;Progressive
Bonobo, Totally Enormous Extinct Dinosaurs;Folamour
Donna Summer, Brooklyn Dreams;Disco
Love De-Luxe;Disco
Lighter Shade Of Brown;RnB
Evelyn Thomas;Disco
The KDMS;Prechill
Hodgy Beats;Hip-Hop
KAYTRANADA, Dawn Richard;Neo-Soul
DJ Kent, Mo-t;Prechill
DJ Kent, Brenden Praise, Mo-t, MÖRDA;Prechill
Feiertag, Oliver Dollar;Folamour
Huey Lewis & The News;BPM Supreme
Solomun;Deeper
Nate Dogg;Hip-Hop
Reuben James;Folamour
Milk & Sugar, James Hurr;Nu-Disco
The Original, Walter Taieb;90/00s
Tony Touch, Keisha, Pam of Total;Folamour
Pitbull, Oobie;RnB
DJ Nasty KG, Vinosa, Teedo;Africano
Dj Babatr;Rave
Indo G ft Gangsta Boo;BPM Supreme
Laroye;Prechill
Matt Sassari, HUGEL, Sonique;Afro House
Sonique;90/00s
The Weather Girls;Disco
Duane And Co;Deeper
Todd Edwards;House
Jay-Z & Kanye West vs Tom;BPM Supreme
Jesus Fernandez;BPM Supreme
EDO.G, Pete Rock, Jaysa;Hip-Hop
Grover Washington, Jr., Bill Withers;Funk
Devi Dev, Rich Kalashh, Lens;Hip-Hop
Urban Sound Lab, Terrance Downs, Opolopo;Deeper
Musique;Disco
White Chocolate;Nu-Disco
Kendrick Lamar & SZA;BPM Supreme
Epp Kõiv;Eesti-S
La clinique;Hip-Hop
Ekkah;Pop
Disclosure, Sam Smith;Prechill
X-Press 2;Nu-Disco
Keys the Prince;Africano
Ida Corr, Fedde Le Grand;Mainstream Dance
Sons And Daughters Of Lite;Prechill
Truncate;Rave
Larry June, 2 Chainz, The Alchemist;Hip-Hop
Demon, Etienne de Crécy;Electronic
Makanan;Progressive
Energy Exchange Ensemble;Folamour
D Double E;Neo-Soul
Walter Jones;Prechill
Beatsbyhand;Deeper
D'Cruze;Drum&Bass
Kanye West, Bon Iver;Hip-Hop
Nicolette Larson;Disco
Brick & Lace;RnB
LoVibe.;Neo-Soul
Angelo Ferreri, Moon Rocket;Folamour
J Dilla, Pharoahe Monch;Hip-Hop
Piem, Iban Montoro, Jazzman Wax;Folamour
Camo & Krooked;Mainstream Dance
Faul & Wad, Superfunk, Ron Carroll;EDM
Superfunk, Ron Carroll;Soulful House
Joey Montenegro, Dave Lee;Soulful House
